INDEX,BORO_NM,RPT_DT,CMPLNT_FR_TM,Latitude,Longitude
1275232,BROOKLYN,05/27/2013,2,40.639193211999995,-73.919351759
1276018,BROOKLYN,05/26/2013,15,40.657649448,-73.928083963
1278089,BROOKLYN,05/25/2013,7,40.58143142,-73.960915694
1278226,BRONX,05/24/2013,20,40.850367293000005,-73.917255894
1278969,MANHATTAN,05/24/2013,1,40.747521791,-73.996876033
1282923,BROOKLYN,05/21/2013,16,40.691796448000005,-73.941245131
1284128,BRONX,05/20/2013,23,40.826169612,-73.916830709
1286693,QUEENS,05/18/2013,21,40.674304295,-73.789191563
1287485,MANHATTAN,05/18/2013,0,40.733287542,-73.998771033
1289380,BRONX,05/16/2013,22,40.853075279,-73.898744982
1295903,QUEENS,05/12/2013,3,40.687554756,-73.820794073
1298362,MANHATTAN,05/10/2013,13,40.72458953,-73.97538193300001
1299541,MANHATTAN,05/09/2013,17,40.840792609,-73.937195876
1301321,BRONX,05/08/2013,11,40.824847505,-73.854117661
1301322,BRONX,05/08/2013,11,40.824847505,-73.854117661
1302669,MANHATTAN,05/07/2013,6,40.753464076,-73.994399743
1304112,QUEENS,05/06/2013,12,40.586603393000004,-73.803614134
1305667,BROOKLYN,05/05/2013,3,40.674743924,-73.889902059
1307558,QUEENS,05/03/2013,20,40.595043561,-73.785142445
1307711,BROOKLYN,05/03/2013,17,40.703461488,-73.926516148
1307937,BROOKLYN,05/03/2013,13,40.680669038000005,-73.90764531399999
1308293,QUEENS,05/03/2013,1,40.768812649000004,-73.831174932
1308876,MANHATTAN,05/02/2013,22,40.795847213,-73.946910264
1311979,BROOKLYN,04/30/2013,19,40.666041572,-73.906966271
1312178,STATEN ISLAND,04/30/2013,16,40.634008694,-74.097827033
1313537,BRONX,04/29/2013,16,40.890101534,-73.89909366399999
1314653,BRONX,04/28/2013,21,40.841989921999996,-73.924494618
1315425,BRONX,04/28/2013,0,40.905390295,-73.849483984
1316081,BROOKLYN,04/27/2013,16,40.652197458,-73.94106377
1320594,BROOKLYN,04/24/2013,13,40.576124128000004,-73.99982505
1323009,BRONX,04/22/2013,20,40.82903818,-73.893838362
1323390,BRONX,04/22/2013,12,40.809673472,-73.920192789
1323594,QUEENS,04/22/2013,5,40.702978271,-73.903964514
1324827,BROOKLYN,04/21/2013,6,40.687034141999995,-73.98202677399999
1331139,QUEENS,04/16/2013,22,40.69605839,-73.835722714
1331532,BROOKLYN,04/16/2013,15,40.652224051,-73.957857785
1332547,QUEENS,04/15/2013,23,40.710010269,-73.750346604
1332554,BROOKLYN,04/15/2013,23,40.678628617,-73.893706447
1333178,BROOKLYN,04/15/2013,8,40.636697925,-73.922954205
1333179,BROOKLYN,04/15/2013,8,40.636697925,-73.922954205
1338150,BRONX,04/11/2013,14,40.823055808,-73.904528301
1339124,BROOKLYN,04/11/2013,13,40.578639825,-73.95322074100001
1339135,BROOKLYN,04/11/2013,23,40.652767839,-73.888482347
1341277,BROOKLYN,04/09/2013,12,40.657757888,-73.951774054
1344551,BRONX,04/06/2013,21,40.877210342,-73.829572602
1345059,BROOKLYN,04/06/2013,10,40.646491562,-74.014112986
1345212,BROOKLYN,04/06/2013,3,40.644832401,-73.958002988
1351726,BROOKLYN,04/01/2013,0,40.698473818000004,-73.91776898100001
1352801,QUEENS,03/31/2013,2,40.699367491,-73.775018387
1352929,BRONX,03/31/2013,0,40.867606245,-73.869227235
1356475,BROOKLYN,03/28/2013,4,40.668442123,-73.924121524
1357512,BRONX,03/27/2013,14,40.819769127,-73.917106066
1361484,QUEENS,03/24/2013,9,40.677921651,-73.793585768
1361685,BROOKLYN,03/24/2013,2,40.692937082,-73.944370589
1362519,BROOKLYN,03/23/2013,13,40.679677104,-73.90975582
1363685,BROOKLYN,03/22/2013,16,40.579162625,-74.000372232
1363686,BROOKLYN,03/22/2013,16,40.579162625,-74.000372232
1366405,BROOKLYN,03/20/2013,14,40.616417301999995,-73.989563027
1367419,BROOKLYN,03/19/2013,21,40.677878376,-73.93731324
1367950,BROOKLYN,03/19/2013,10,40.638005278,-73.955766154
1367964,QUEENS,03/19/2013,10,40.649808131,-73.736466776
1369241,QUEENS,03/18/2013,4,40.697942826,-73.82021438
1373072,BROOKLYN,03/15/2013,2,40.660786294,-73.961478335
1373165,BROOKLYN,03/15/2013,0,40.65690638,-73.885091156
1378962,QUEENS,03/11/2013,12,40.765821166,-73.916747227
1379482,BROOKLYN,03/10/2013,13,40.670836425,-73.879987882
1384271,QUEENS,03/06/2013,15,40.701540671,-73.823403681
1384670,QUEENS,03/06/2013,4,40.656083054,-73.853755076
1384671,QUEENS,03/06/2013,4,40.656083054,-73.853755076
1387885,STATEN ISLAND,03/03/2013,18,40.55965916,-74.1657802
1388884,MANHATTAN,03/02/2013,21,40.818823297,-73.94123775899999
1394931,BRONX,02/26/2013,4,40.816068266,-73.908552085
1396146,BROOKLYN,02/25/2013,8,40.656976758,-73.908460209
1397186,BROOKLYN,02/24/2013,12,40.658158051,-73.906339323
1397458,QUEENS,02/24/2013,2,40.690460398,-73.829108783
1397512,BROOKLYN,02/24/2013,2,40.69021732,-73.92136705899999
1398583,BRONX,02/23/2013,5,40.863566399999996,-73.899737685
1400782,BROOKLYN,02/21/2013,18,40.697764631999995,-73.938023022
1402716,BROOKLYN,02/19/2013,23,40.696328951,-73.937714219
1402728,BROOKLYN,02/20/2013,6,40.644554676999995,-73.88769971
1402818,BROOKLYN,02/20/2013,0,40.666949891,-73.92990871100001
1404894,STATEN ISLAND,02/18/2013,15,40.588263970999996,-74.163057282
1405680,MANHATTAN,02/18/2013,4,40.783862452,-73.97595222300001
1406058,BROOKLYN,02/17/2013,11,40.637104539,-73.88690156
1411337,BRONX,02/13/2013,14,40.817645327,-73.863046307
1412398,MANHATTAN,02/12/2013,20,40.721273571,-73.99359795
1415905,BRONX,02/09/2013,23,40.826747938000004,-73.90851211399999
1415965,QUEENS,02/09/2013,21,40.739077905,-73.88927612100001
1416838,BROOKLYN,02/08/2013,20,40.656654518,-73.930402478
1417988,BROOKLYN,02/07/2013,19,40.662629928,-73.958993816
1418257,BROOKLYN,02/07/2013,14,40.70122876,-73.92461076
1420565,BRONX,02/05/2013,23,40.822861142,-73.919165302
1421171,BROOKLYN,02/05/2013,9,40.641805886,-73.953432295
1424121,QUEENS,02/02/2013,21,40.754624281,-73.94183580100001
1425431,BROOKLYN,02/01/2013,21,40.717373937,-73.939346738
1427020,BRONX,01/31/2013,18,40.846289003,-73.882812252
1427597,BROOKLYN,01/31/2013,3,40.66355941,-73.933386995
1428863,BROOKLYN,01/30/2013,10,40.684345009,-73.927849654
1431318,BROOKLYN,01/28/2013,14,40.671709593,-73.93502270100001
1431472,MANHATTAN,01/28/2013,10,40.822892744,-73.950899244
1432255,BROOKLYN,01/27/2013,19,40.574627929,-73.991970544
1432300,QUEENS,01/27/2013,18,40.757510385,-73.87719312899999
1432418,MANHATTAN,01/27/2013,15,40.797186644,-73.936099322
1433428,QUEENS,01/26/2013,18,40.737561676,-73.8627382
1446434,BRONX,01/16/2013,0,40.878069618000005,-73.87470676699999
1446435,BRONX,01/16/2013,0,40.878069618000005,-73.87470676699999
1449404,QUEENS,01/06/2013,3,40.700363124,-73.832560045
1450355,BROOKLYN,01/13/2013,3,40.634955494,-73.932500401
1451503,BROOKLYN,01/12/2013,9,40.59745944,-73.938418599
1451566,QUEENS,01/12/2013,6,40.719183058,-73.814060412
1451572,BRONX,01/12/2013,6,40.855260571,-73.896225703
1453058,QUEENS,01/11/2013,2,40.594387712,-73.751207381
1453646,BROOKLYN,01/10/2013,21,40.682271108,-73.939353426
1453791,MANHATTAN,01/10/2013,18,40.721792434,-73.995867101
1455299,BROOKLYN,01/09/2013,19,40.662370605999996,-73.990572285
1457990,MANHATTAN,01/07/2013,23,40.800380481,-73.950789433
1458212,BROOKLYN,01/07/2013,17,40.654100928000005,-73.938373526
1459544,BROOKLYN,01/06/2013,5,40.683613694,-73.967425151
1459753,BROOKLYN,01/06/2013,7,40.587994809,-73.919726822
1459990,STATEN ISLAND,01/06/2013,1,40.631694766,-74.155251721
1461181,QUEENS,01/05/2013,2,40.702218445,-73.81118279100001
1461772,MANHATTAN,01/04/2013,21,40.717547371,-73.97999479399999
1463586,BRONX,01/03/2013,12,40.823348716999995,-73.865256652
1466222,BROOKLYN,01/01/2013,7,40.635273479,-73.927322632
1467450,MANHATTAN,12/31/2012,15,40.864166325,-73.927517186
1467794,BRONX,12/31/2012,1,40.860514249,-73.86709739
1469317,QUEENS,12/29/2012,22,40.656861018,-73.72653114
1470092,QUEENS,12/29/2012,0,40.597698781999995,-73.74906328600001
1471946,QUEENS,12/27/2012,20,40.743816220999996,-73.924259429
1476019,BRONX,12/23/2012,16,40.847368191,-73.904182565
1477090,MANHATTAN,12/22/2012,19,40.797817677,-73.935640024
1477730,MANHATTAN,12/22/2012,0,40.827355944000004,-73.939914962
1478711,BROOKLYN,12/21/2012,10,40.651308856,-73.915744102
1478841,BROOKLYN,12/21/2012,5,40.674158909,-73.876037969
1479656,QUEENS,12/20/2012,18,40.703944285,-73.907133383
1481080,BROOKLYN,12/19/2012,18,40.575885314000004,-74.001948903
1481610,MANHATTAN,12/19/2012,8,40.82265698,-73.94541834399999
1484194,MANHATTAN,12/17/2012,9,40.748002914000004,-73.978563684
1484281,STATEN ISLAND,12/17/2012,6,40.617745249,-74.101624932
1485350,BRONX,12/16/2012,9,40.90005057,-73.846399656
1489545,BROOKLYN,12/13/2012,1,40.668514457,-73.925606598
1491661,BRONX,12/11/2012,19,40.903976817,-73.843319302
1492266,BROOKLYN,12/11/2012,3,40.654223423000005,-73.911563409
1493093,MANHATTAN,12/10/2012,19,40.798616246,-73.952275185
1493381,MANHATTAN,12/10/2012,13,40.76666206,-73.980633464
1494889,QUEENS,12/09/2012,8,40.737734268000004,-73.871986429
1495105,BRONX,12/09/2012,2,40.87116005,-73.87875133600001
1496949,QUEENS,12/07/2012,20,40.712266703000004,-73.788862289
1498161,MANHATTAN,12/07/2012,19,40.739161316,-74.001105672
1499716,BROOKLYN,12/05/2012,18,40.665674700000004,-73.866155503
1502319,MANHATTAN,12/04/2012,11,40.751762219,-73.973733291
1502329,BRONX,12/03/2012,22,40.84932069,-73.91235948100001
1502411,BRONX,12/03/2012,19,40.82541701,-73.905431839
1502743,MANHATTAN,12/03/2012,12,40.76046491,-73.983732411
1504174,BROOKLYN,12/02/2012,4,40.687276786,-73.92842701
1504274,STATEN ISLAND,12/02/2012,2,40.61402972,-74.12055039399999
1506654,BROOKLYN,11/30/2012,11,40.632548672,-73.890234674
1506762,BRONX,11/30/2012,9,40.841183585,-73.879893816
1506861,STATEN ISLAND,11/30/2012,6,40.636273714,-74.125505086
1507565,BROOKLYN,11/29/2012,20,40.645919361,-73.95807437399999
1509199,QUEENS,11/28/2012,17,40.589788318000004,-73.788677052
1512909,BROOKLYN,11/25/2012,22,40.684268742,-73.938298774
1514527,BRONX,11/24/2012,4,40.805200461,-73.921491303
1514713,BROOKLYN,11/24/2012,0,40.697076511999995,-73.906684949
1515204,QUEENS,11/23/2012,20,40.593725778,-73.774960236
1515715,BRONX,11/23/2012,8,40.812916573,-73.888943752
1516396,STATEN ISLAND,11/22/2012,18,40.639263766,-74.081789813
1521072,MANHATTAN,11/19/2012,8,40.726332336999995,-74.000434393
1522894,BRONX,11/17/2012,2,40.858792094,-73.895218819
1523554,BROOKLYN,11/16/2012,19,40.651686501,-73.959040184
1525425,QUEENS,11/15/2012,9,40.595569998,-73.74710163399999
1525536,QUEENS,11/15/2012,4,40.702345239,-73.85293588
1531430,MANHATTAN,11/10/2012,16,40.810799905,-73.935056702
1535013,BROOKLYN,11/07/2012,11,40.688406843,-73.93164219399999
1535202,BRONX,11/07/2012,1,40.855045855,-73.91197960699999
1535591,BROOKLYN,11/06/2012,23,40.597318554,-73.98537455600001
1535966,BROOKLYN,11/06/2012,11,40.661981667,-73.882555728
1543476,BROOKLYN,10/29/2012,3,40.596616686,-73.994524518
1544170,BRONX,10/28/2012,5,40.817052491999995,-73.903792677
1545421,BROOKLYN,10/27/2012,7,40.680441281,-73.982562148
1547735,BRONX,10/25/2012,19,40.877658389000004,-73.903806235
1547736,BRONX,10/25/2012,19,40.877658389000004,-73.903806235
1547780,MANHATTAN,10/25/2012,18,40.778773711,-73.97595045
1547781,MANHATTAN,10/25/2012,18,40.778773711,-73.97595045
1550490,MANHATTAN,10/23/2012,23,40.80904637,-73.94640123100001
1551997,BROOKLYN,10/22/2012,22,40.671745701999996,-73.86814045
1553912,BRONX,10/21/2012,6,40.817755155,-73.91801901
1553957,BROOKLYN,10/21/2012,4,40.651117145,-73.943313503
1555262,BROOKLYN,10/20/2012,9,40.660393959000004,-73.923413419
1555507,QUEENS,10/20/2012,2,40.745393299,-73.92252535899999
1555572,QUEENS,10/20/2012,1,40.761011347,-73.81982034100001
1556668,BRONX,10/19/2012,12,40.827728894,-73.887975937
1558521,MANHATTAN,10/18/2012,2,40.826732261,-73.950101481
1561395,BROOKLYN,10/16/2012,8,40.712191102,-73.963703075
1563913,BRONX,10/14/2012,13,40.877554428,-73.87293947100001
1565470,BRONX,10/13/2012,3,40.883588210999996,-73.827187498
1565471,BRONX,10/13/2012,3,40.883588210999996,-73.827187498
1566025,BROOKLYN,10/12/2012,23,40.639410002,-73.985776095
1570523,BROOKLYN,10/10/2012,20,40.640243195,-73.96661037300001
1572016,BROOKLYN,10/09/2012,17,40.631928417,-73.924364793
1573820,MANHATTAN,10/07/2012,4,40.736690945999996,-73.995231092
1573938,BRONX,10/07/2012,2,40.850829671,-73.915220281
1574010,BROOKLYN,10/07/2012,1,40.660395576,-73.917801502
1574486,MANHATTAN,10/06/2012,21,40.719272568,-73.992407669
1575311,QUEENS,10/06/2012,2,40.695363755,-73.845482825
1576024,MANHATTAN,10/05/2012,21,40.798193324,-73.967351028
1579578,BRONX,10/03/2012,16,40.882660543,-73.87896542600001
1581160,QUEENS,10/02/2012,13,40.588690175,-73.794610471
1581505,BRONX,10/02/2012,2,40.874303341,-73.869257455
1582151,BRONX,10/01/2012,22,40.873440059,-73.904123301
1584072,BRONX,09/30/2012,3,40.854612389,-73.884232679
1584192,BROOKLYN,09/30/2012,1,40.694602482,-73.973121123
1584338,BROOKLYN,09/29/2012,0,40.669864789,-73.92545369
1589868,BRONX,09/26/2012,4,40.841584606,-73.917783638
1591043,BRONX,09/25/2012,14,40.815547565,-73.887707424
1591514,BROOKLYN,09/25/2012,0,40.643933921999995,-73.93777033399999
1596362,BRONX,09/21/2012,21,40.828479017,-73.88058161800001
1598274,MANHATTAN,09/20/2012,14,40.767848752,-73.987629545
1602154,BRONX,09/17/2012,23,40.87959461,-73.86642279899999
1602544,BRONX,09/17/2012,15,40.851278365,-73.91328586899999
1602776,BRONX,09/17/2012,10,40.883549544,-73.84438004
1602882,BROOKLYN,09/17/2012,6,40.645862138000005,-73.922017516
1604117,QUEENS,09/16/2012,5,40.746873059,-73.861426996
1604183,BROOKLYN,09/16/2012,4,40.668466804,-73.896004448
1604846,BROOKLYN,09/15/2012,21,40.636309901,-73.921463005
1606193,BROOKLYN,09/14/2012,23,40.679434458,-73.932112875
1606960,BROOKLYN,09/14/2012,7,40.686504119,-73.92206734199999
1609225,BRONX,09/12/2012,23,40.869588539,-73.900050398
1613645,STATEN ISLAND,09/09/2012,23,40.636525003,-74.116231372
1615484,BROOKLYN,09/08/2012,6,40.662518015,-73.927011804
1615575,BRONX,09/08/2012,4,40.833332246,-73.86376205
1615645,BROOKLYN,09/08/2012,2,40.683765609,-73.970987385
1615733,BRONX,09/08/2012,1,40.82740371,-73.88946518899999
1616580,QUEENS,09/07/2012,17,40.689260873,-73.855070571
1616723,BROOKLYN,09/07/2012,14,40.681438199,-73.95451509899999
1617775,BRONX,09/06/2012,23,40.83920982,-73.876988107
1619954,QUEENS,09/05/2012,5,40.668473207,-73.79461713100001
1620693,BROOKLYN,09/04/2012,21,40.698317848,-73.981760468
1620697,BRONX,09/04/2012,21,40.848474413000005,-73.883426482
1621012,QUEENS,09/04/2012,15,40.75166748,-73.83394337
1622337,BROOKLYN,09/03/2012,18,40.670667775,-73.93233809
1622368,BROOKLYN,09/03/2012,17,40.670132766,-73.955272615
1625538,BRONX,09/01/2012,2,40.82506399,-73.877397261
1626459,BRONX,08/31/2012,14,40.837264113,-73.858123546
1627567,BROOKLYN,08/30/2012,21,40.654952417,-73.958000222
1628228,QUEENS,08/30/2012,8,40.742837091999995,-73.925404523
1629322,BROOKLYN,08/29/2012,17,40.691957655,-73.939824217
1632696,QUEENS,08/27/2012,3,40.684090921,-73.860486597
1633586,BROOKLYN,08/26/2012,18,40.582920191999996,-73.974573718
1633698,QUEENS,08/26/2012,15,40.742693211,-73.895654021
1634271,BRONX,08/26/2012,1,40.857951666,-73.86323082199999
1636846,MANHATTAN,08/24/2012,9,40.748407601,-73.986543214
1637106,BRONX,08/24/2012,1,40.811852697,-73.90225764899999
1637146,BROOKLYN,08/24/2012,0,40.66369904,-73.919916873
1637806,MANHATTAN,08/23/2012,21,40.802293818,-73.94527972600001
1638253,BRONX,08/23/2012,13,40.827668623,-73.925435892
1640800,BRONX,08/21/2012,23,40.867243413000004,-73.88974244399999
1640810,QUEENS,08/21/2012,22,40.758383403,-73.833608982
1641493,QUEENS,08/21/2012,10,40.77326066,-73.904216983
1641575,BRONX,08/21/2012,6,40.88311992,-73.90332096899999
1641696,BROOKLYN,08/21/2012,1,40.675136459,-73.94861783399999
1644638,BRONX,08/19/2012,2,40.842496071,-73.903867921
1645145,BROOKLYN,08/18/2012,23,40.695379560999996,-73.920390901
1645196,BROOKLYN,08/18/2012,21,40.697549404,-73.946718062
1645905,BROOKLYN,08/18/2012,2,40.616619435,-73.926629755
1646512,QUEENS,08/17/2012,22,40.660028593,-73.73957656600001
1647415,BROOKLYN,08/17/2012,1,40.668854705,-73.867493702
1648913,QUEENS,08/16/2012,7,40.696122834,-73.830944275
1649116,MANHATTAN,08/16/2012,0,40.804221387,-73.94692887
1650044,MANHATTAN,08/15/2012,14,40.802326531,-73.966128146
1651088,MANHATTAN,08/14/2012,22,40.808383205,-73.942890584
1654222,BRONX,08/12/2012,20,40.835494793,-73.907820691
1655541,BROOKLYN,08/11/2012,22,40.631712142,-73.957524871
1656458,BROOKLYN,08/11/2012,2,40.676339914,-73.939856334
1656489,BROOKLYN,08/11/2012,1,40.703611218,-73.924611672
1657280,QUEENS,08/10/2012,17,40.731989818,-73.81386952300001
1661980,MANHATTAN,08/07/2012,18,40.802139737,-73.939060009
1663303,QUEENS,08/06/2012,23,40.693702669000004,-73.780915483
1665501,BROOKLYN,08/05/2012,2,40.636572803,-73.909450206
1666091,BRONX,08/04/2012,22,40.853303895,-73.89966640000002
1666097,BRONX,08/04/2012,22,40.821750797,-73.87709986899999
1666161,BROOKLYN,08/04/2012,20,40.637444901,-73.948142424
1666489,QUEENS,08/04/2012,13,40.694504979,-73.812463186
1667681,MANHATTAN,08/03/2012,18,40.818504014,-73.93950386
1669106,BROOKLYN,08/02/2012,20,40.606168708,-74.000833359
1671434,BROOKLYN,08/01/2012,0,40.665252771999995,-73.89612120000001
1671435,BROOKLYN,08/01/2012,0,40.665252771999995,-73.89612120000001
1673514,BRONX,07/30/2012,23,40.816465656999995,-73.907807308
1673516,BROOKLYN,07/30/2012,23,40.635561361,-73.94116133
1675669,QUEENS,07/29/2012,4,40.750291585,-73.860239683
1676959,BRONX,07/28/2012,5,40.889473505,-73.857860217
1678136,MANHATTAN,07/27/2012,14,40.792998979000004,-73.972857487
1679322,BRONX,07/26/2012,20,40.874144166,-73.840862082
1680052,BRONX,07/26/2012,2,40.815946755,-73.907620165
1680661,BRONX,07/25/2012,23,40.862743304,-73.903321669
1682485,BROOKLYN,07/24/2012,19,40.67081759,-73.935110087
1683203,QUEENS,07/24/2012,1,40.693164261999996,-73.75484518100001
1685315,BRONX,07/22/2012,21,40.824877175,-73.90317795600001
1686625,QUEENS,07/21/2012,22,40.75973906,-73.84121122
1686858,BROOKLYN,07/21/2012,17,40.658378671,-73.886184297
1688432,MANHATTAN,07/20/2012,12,40.793665625,-73.971517339
1692457,BROOKLYN,07/18/2012,19,40.673997159,-73.919500742
1692713,BROOKLYN,07/17/2012,17,40.667135877,-73.866978042
1695982,BRONX,07/15/2012,5,40.81558414,-73.865463846
1696140,BRONX,07/15/2012,2,40.817859352,-73.854046272
1696195,MANHATTAN,07/15/2012,1,40.813745452,-73.94101825899999
1696903,BROOKLYN,07/14/2012,19,40.598861711,-73.991027773
1698626,QUEENS,07/13/2012,14,40.594930212,-73.761096735
1699850,BRONX,07/12/2012,21,40.84664125,-73.91904243
1704820,BRONX,07/09/2012,16,40.858377933,-73.90506685
1704872,BROOKLYN,07/09/2012,15,40.668059233,-73.935368707
1705331,MANHATTAN,07/09/2012,2,40.748128416,-74.001228528
1705706,BROOKLYN,07/08/2012,11,40.653198462,-73.966214667
1707940,QUEENS,07/07/2012,5,40.667358596999996,-73.759121482
1707941,QUEENS,07/07/2012,5,40.667358596999996,-73.759121482
1707942,QUEENS,07/07/2012,5,40.667358596999996,-73.759121482
1707973,BRONX,07/07/2012,4,40.80863009,-73.915790597
1708168,BROOKLYN,07/07/2012,0,40.636762182,-73.920576127
1708587,BROOKLYN,07/06/2012,23,40.627614142,-74.023410755
1708596,BROOKLYN,07/06/2012,22,40.684268742,-73.938298774
1709376,BRONX,07/06/2012,4,40.872453166999996,-73.85093978
1710032,BRONX,07/05/2012,23,40.837252351,-73.871505832
1710033,BRONX,07/05/2012,23,40.837252351,-73.871505832
1710513,STATEN ISLAND,07/05/2012,13,40.584526455,-74.148200839
1710788,MANHATTAN,07/05/2012,4,40.867026764,-73.919914261
1710916,BROOKLYN,07/05/2012,1,40.685810895,-73.928132917
1710953,MANHATTAN,07/05/2012,1,40.806617895,-73.936765755
1712044,BROOKLYN,07/04/2012,17,40.626889610999996,-73.929680593
1712311,BRONX,07/04/2012,4,40.835569536,-73.91583239
1714004,BROOKLYN,07/03/2012,0,40.690738308,-73.94393249699999
1714005,BROOKLYN,07/03/2012,0,40.690738308,-73.94393249699999
1714580,STATEN ISLAND,07/02/2012,22,40.596800942,-74.079098353
1714606,QUEENS,07/02/2012,21,40.703121245,-73.806091278
1715370,QUEENS,07/02/2012,1,40.755553002,-73.87683940000001
1716606,STATEN ISLAND,07/01/2012,7,40.638984176,-74.171252305
1717938,QUEENS,06/30/2012,4,40.711795072,-73.745650681
1719224,MANHATTAN,06/29/2012,10,40.713138070999996,-73.993118978
1719225,MANHATTAN,06/29/2012,10,40.713138070999996,-73.993118978
1720111,BROOKLYN,06/28/2012,23,40.665426831,-73.921843251
1721601,BROOKLYN,06/27/2012,22,40.690273512,-73.91545327
1723403,QUEENS,06/26/2012,19,40.766698585,-73.919341768
1725875,BRONX,06/24/2012,20,40.822439669,-73.867151753
1726079,MANHATTAN,06/25/2012,18,40.821646493,-73.939078277
1726263,BROOKLYN,06/24/2012,18,40.654767415,-73.91592354
1729615,QUEENS,06/22/2012,2,40.587514489,-73.811705125
1729618,QUEENS,06/22/2012,2,40.699873203,-73.743824412
1734099,BROOKLYN,06/19/2012,1,40.685999224,-73.952564913
1736811,QUEENS,06/17/2012,4,40.69238906,-73.809306633
1737396,BRONX,06/16/2012,23,40.872787209,-73.848212696
1737410,BROOKLYN,06/16/2012,22,40.678957885,-73.906212767
1737993,BRONX,06/16/2012,9,40.861894559,-73.85766248
1738740,MANHATTAN,06/15/2012,23,40.828839565,-73.93752514100001
1741800,QUEENS,06/13/2012,23,40.68967349,-73.792857055
1742329,BROOKLYN,06/13/2012,13,40.596027283000005,-73.93960459600001
1742703,MANHATTAN,06/13/2012,1,40.844532665,-73.935417729
1744785,QUEENS,06/11/2012,23,40.699166253,-73.792070212
1744857,QUEENS,06/11/2012,20,40.747434689,-73.882729899
1745333,BRONX,06/11/2012,11,40.849055329,-73.903157222
1745628,BRONX,06/11/2012,0,40.89461574,-73.86129623800001
1746761,QUEENS,06/10/2012,10,40.706388030999996,-73.799971844
1748340,MANHATTAN,06/09/2012,2,40.722397099,-73.978535842
1748366,QUEENS,06/09/2012,1,40.702077615,-73.779809594
1749472,BRONX,06/08/2012,13,40.845767194000004,-73.879838554
1750646,MANHATTAN,06/07/2012,18,40.812074394,-73.961661715
1750647,MANHATTAN,06/07/2012,18,40.812074394,-73.961661715
1750648,MANHATTAN,06/07/2012,18,40.812074394,-73.961661715
1752567,BRONX,06/06/2012,11,40.836806313000004,-73.918132861
1752812,BRONX,06/06/2012,2,40.826130146,-73.895331677
1752825,BRONX,06/06/2012,1,40.829921078000005,-73.916056345
1754341,BROOKLYN,06/05/2012,3,40.653947407,-73.887773998
1754342,BRONX,06/05/2012,3,40.903695871,-73.850862476
1755128,BRONX,06/04/2012,18,40.822082527,-73.890330326
1755681,BROOKLYN,06/04/2012,1,40.57801951,-73.982869675
1756570,MANHATTAN,06/03/2012,16,40.810917631,-73.945041437
1757630,BROOKLYN,06/02/2012,22,40.682391130999996,-73.905641875
1758262,BROOKLYN,06/02/2012,7,40.596134338,-73.93961890199999
1764115,QUEENS,05/29/2012,13,40.723789284,-73.73096463
1765935,MANHATTAN,05/28/2012,1,40.816382236,-73.939296249
1766546,QUEENS,05/27/2012,17,40.692535599,-73.790954982
1767541,BROOKLYN,05/26/2012,20,40.682503738,-73.924311038
1768287,BRONX,05/26/2012,2,40.832631412,-73.888444685
1768307,BRONX,05/26/2012,2,40.841763500999996,-73.852204827
1768399,MANHATTAN,05/26/2012,1,40.799645073,-73.94510492100001
1768841,BROOKLYN,05/25/2012,23,40.685771175,-73.921934788
1771059,STATEN ISLAND,05/24/2012,7,40.540195736,-74.237620325
1771118,MANHATTAN,05/24/2012,3,40.788721243000005,-73.939996774
1771587,QUEENS,05/23/2012,19,40.765110755,-73.769803691
1772673,MANHATTAN,05/23/2012,3,40.820964301,-73.941477939
1773821,BROOKLYN,05/22/2012,15,40.693871083000005,-73.94600699
1776606,BROOKLYN,05/20/2012,17,40.676951775,-73.874821427
1776858,QUEENS,05/20/2012,11,40.699781371,-73.784761624
1777605,BROOKLYN,05/20/2012,0,40.684916048000005,-73.988921322
1778372,BROOKLYN,05/19/2012,4,40.656952421999996,-73.887239136
1778392,QUEENS,05/19/2012,3,40.699916043,-73.770641899
1780048,BRONX,05/18/2012,0,40.882717807,-73.88124725
1780650,BROOKLYN,05/17/2012,20,40.667063485,-73.88933077899999
1782273,BRONX,05/16/2012,22,40.905390295,-73.849483984
1783189,BROOKLYN,05/16/2012,2,40.697258255,-73.952524446
1784053,BROOKLYN,05/15/2012,18,40.62578701,-73.940860137
1785866,MANHATTAN,05/14/2012,8,40.797004701,-73.93468731899999
1786748,BROOKLYN,05/13/2012,18,40.673179794,-73.912763975
1787200,QUEENS,05/13/2012,3,40.739958002,-73.84552375199999
1787256,BRONX,05/13/2012,2,40.845751205999996,-73.921924155
1787854,MANHATTAN,05/12/2012,20,40.786108082,-73.939659683
1788531,BROOKLYN,05/12/2012,4,40.699263444,-73.996676333
1791220,QUEENS,05/10/2012,13,40.69204282,-73.774199289
1791295,QUEENS,05/10/2012,12,40.665723291999996,-73.80589
1792387,BROOKLYN,05/09/2012,19,40.680744612,-73.91675969399999
1792910,BRONX,04/16/2012,23,40.815593159,-73.901558513
1798749,STATEN ISLAND,05/05/2012,4,40.631938635,-74.163473834
1799427,QUEENS,05/04/2012,22,40.766729419,-73.912691986
1804072,BROOKLYN,05/01/2012,21,40.674088004,-73.96304605899999
1812472,BRONX,04/25/2012,22,40.859438284,-73.89351508899999
1813109,BROOKLYN,04/25/2012,12,40.663824117,-73.952411269
1814870,MANHATTAN,04/24/2012,3,40.829884885,-73.936761711
